Light,Light1,Light2,Light3,Light4,Light5,Light6,Light7,Light8,Light9,Light10,Light11,Light12
Sensor16,0.237226392,0.136994446,0.048926588,0.207915479,0.129677978,0.04161012,0.03914127,0.036672421,0.019570635,0.019570635,0.017101786,0.014677976
Sensor17,0.227010773,0.150525421,0.046869324,0.197440184,0.14074429,0.041978759,0.04193332,0.039442598,0.022189301,0.014808014,0.014853453,0.02223474
Sensor18,0.218446096,0.157776557,0.048553509,0.189358687,0.14089457,0.048553509,0.038842808,0.038842808,0.019421404,0.01697138,0.017060773,0.017016076
Sensor19,0.203469515,0.174094112,0.051508519,0.176523254,0.161812983,0.048989098,0.039272529,0.036798247,0.026946261,0.017184552,0.019568556,0.017094275
Sensor20,0.194659882,0.184631376,0.054904069,0.167184873,0.1722221,0.052339508,0.037457566,0.037457566,0.022483729,0.014927889,0.012455224,0.017446503
Sensor21,0.178168377,0.202578082,0.065883733,0.148921672,0.180676759,0.056164792,0.036592087,0.039055528,0.026828205,0.012227323,0.014600882,0.017064323
Sensor22,0.16145774,0.205491669,0.063604564,0.146779764,0.193327582,0.061135715,0.034248612,0.04156508,0.029355953,0.017146826,0.017101786,0.017101786
Sensor23,0.153016143,0.219674924,0.071549347,0.133317563,0.199885467,0.06416806,0.034552032,0.039488037,0.029616028,0.017298736,0.014808014,0.017253297
Sensor24,0.143255201,0.225796167,0.072830264,0.126283821,0.211230114,0.067974913,0.033987457,0.041248135,0.031582129,0.014566053,0.019421404,0.019332011
Sensor25,0.129918159,0.232890057,0.07845478,0.115207888,0.220699206,0.078409641,0.031849685,0.041656532,0.036753108,0.012281129,0.019613695,0.014710271
Sensor26,0.124736028,0.242054058,0.08233313,0.107335473,0.224699451,0.079814517,0.03242034,0.044921511,0.029901726,0.017446503,0.01749245,0.017446503
Sensor27,0.109821203,0.246560493,0.095220321,0.100102262,0.229541111,0.090293438,0.026828205,0.041429087,0.034173587,0.017109264,0.019527764,0.017109264
Sensor28,0.102745835,0.247101789,0.102745835,0.088067858,0.230000003,0.095384327,0.026932143,0.04161012,0.034203572,0.014677976,0.019570635,0.019570635
Sensor29,0.098720092,0.251736235,0.111082823,0.083957517,0.232037655,0.103610658,0.029616028,0.04193332,0.036997315,0.012362731,0.01969858,0.017298736
Sensor30,0.089801644,0.254928272,0.116528423,0.075235591,0.233101541,0.111628375,0.026726778,0.043698158,0.036348087,0.014566053,0.01697138,0.019421404
Sensor31,0.080883922,0.247645467,0.129918159,0.071077074,0.230506054,0.122540454,0.026946261,0.041656532,0.041656532,0.012281129,0.022087976,0.017184552
Sensor32,0.077341851,0.242054058,0.139755812,0.067359293,0.227126169,0.124781975,0.024956395,0.042402898,0.039930232,0.014973837,0.019965116,0.017446503
Sensor33,0.070765674,0.239170169,0.148876731,0.058538351,0.219732288,0.14157629,0.024409705,0.041518969,0.041474028,0.012182382,0.017109264,0.019572705
Sensor34,0.068497223,0.232378773,0.156565081,0.056198016,0.212853177,0.151672423,0.026887103,0.044033929,0.03914127,0.012209127,0.019570635,0.019615675
Sensor35,0.061722777,0.22202933,0.177696166,0.046869324,0.202376189,0.162842713,0.024680023,0.039488037,0.044424041,0.009872009,0.019744018,0.019744018
Sensor36,0.055858884,0.223346143,0.186953359,0.048553509,0.196708758,0.174703241,0.024276755,0.038887504,0.046148182,0.012160726,0.019421404,0.019421404
Sensor37,0.0539828,0.201040373,0.203469515,0.044085675,0.186420379,0.188759244,0.024607396,0.041701671,0.046514817,0.014710271,0.019613695,0.024562258
Sensor38,0.049958738,0.192187216,0.217051716,0.042448845,0.177213379,0.202123826,0.017446503,0.042448845,0.047348229,0.009982558,0.015019785,0.019965116
Sensor39,0.04398241,0.178168377,0.231869728,0.038965646,0.163567495,0.214760464,0.019527764,0.036637028,0.043892528,0.007345382,0.017109264,0.021991205
Sensor40,0.04161012,0.166350399,0.237226392,0.036717461,0.156610121,0.229909924,0.022039484,0.03914127,0.048881548,0.009785318,0.017191866,0.019570635
Sensor41,0.039533476,0.157952147,0.254136079,0.034552032,0.143189572,0.241818787,0.019744018,0.037042754,0.054296051,0.009872009,0.017298736,0.019744018
Sensor42,0.03643748,0.148110552,0.264549582,0.033987457,0.133589195,0.249983529,0.019421404,0.038842808,0.053364164,0.012116029,0.014566053,0.021826731
Sensor43,0.034369105,0.137295864,0.277020871,0.034323966,0.122675871,0.267168884,0.014710271,0.034323966,0.053937661,0.009806847,0.017184552,0.019613695
Sensor44,0.032512235,0.129773254,0.284456956,0.03242034,0.117318031,0.274474398,0.017446503,0.034893005,0.052385456,0.012455224,0.01749245,0.020011064
Sensor45,0.029336587,0.119630026,0.300171962,0.026873146,0.107402703,0.283062697,0.017064323,0.031710146,0.05365641,0.009718941,0.017109264,0.022036146
Sensor46,0.029400993,0.112486112,0.298452186,0.026932143,0.102745835,0.291045639,0.014677976,0.029310913,0.056243056,0.012209127,0.017146826,0.022039484
Sensor47,0.027125306,0.103656097,0.306032286,0.027170745,0.096274809,0.296069399,0.017253297,0.029616028,0.056741334,0.009872009,0.017298736,0.02223474
Sensor48,0.029176802,0.097151715,0.313147787,0.026726778,0.089846341,0.296131711,0.01697138,0.029132106,0.055814188,0.012116029,0.017016076,0.019376707
Sensor49,0.02447198,0.090735908,0.306396274,0.022087976,0.083358203,0.296589427,0.007422844,0.029420542,0.056321664,0.009851986,0.017184552,0.022042837
Sensor50,0.025002343,0.087324409,0.30446802,0.024956395,0.077387799,0.291920901,0.012455224,0.027475008,0.057330787,0.014973837,0.019965116,0.022483729
Sensor51,0.026873146,0.078155998,0.300127021,0.021991205,0.073229115,0.28798958,0.014690764,0.029246705,0.058538351,0.012227323,0.017109264,0.021991205
Sensor52,0.022039484,0.075858731,0.295983337,0.024508334,0.068497223,0.281305361,0.014677976,0.029355953,0.061135715,0.012209127,0.017101786,0.024463294
Sensor53,0.024634584,0.071594786,0.291178833,0.02223474,0.066658782,0.276370819,0.017253297,0.029570589,0.061631899,0.012317292,0.017298736,0.02223474
Sensor54,0.024276755,0.07038024,0.288826336,0.021916124,0.063119562,0.266954909,0.012160726,0.026682082,0.060669539,0.012116029,0.01697138,0.021871427
